no_of_gears,city_mpg,highway_mpg,car_volume,Power_Index,Car_Age,Avg_MPG,displacement,cylinders,hp,torque
5.0,17,23,4678464,17.579863961412567,15,20.0,3.5,6.0,270.0,248.0
5.0,18,24,4678464,17.579863961412567,15,21.0,3.5,6.0,270.0,248.0
5.0,17,23,4678464,17.579863961412567,15,20.0,3.5,6.0,270.0,248.0
5.0,18,24,4678464,17.579863961412567,15,21.0,3.5,6.0,270.0,248.0
5.0,17,23,4678464,17.579863961412567,15,20.0,3.5,6.0,270.0,248.0
5.0,18,27,1857240,18.774330496017853,14,22.5,3.5,6.0,271.0,254.0
5.0,18,27,1857240,18.774330496017853,14,22.5,3.5,6.0,271.0,254.0
5.0,18,26,1857240,18.774330496017853,14,22.0,3.5,6.0,271.0,254.0
6.0,13,18,1370424,26.962701620562495,14,15.5,5.7,8.0,381.0,401.0
6.0,13,18,1370424,26.962701620562495,15,15.5,5.7,8.0,381.0,401.0
5.0,26,32,41678,12.408635914313868,14,29.0,1.8,4.0,132.0,128.0
4.0,25,32,41678,12.408635914313868,14,28.5,1.8,4.0,132.0,128.0
5.0,21,28,41678,14.852761170163568,14,24.5,2.4,4.0,158.0,162.0
5.0,21,29,41678,14.852761170163568,14,25.0,2.4,4.0,158.0,162.0
4.0,20,26,76944,14.043388182052354,14,23.0,2.4,4.0,158.0,162.0
5.0,10,16,682290,37.19493693794182,15,13.0,6.0,12.0,507.5,552.5
5.0,10,16,682290,37.19493693794182,15,13.0,5.5,12.0,507.5,552.5
5.0,10,16,17955,37.19493693794182,15,13.0,6.0,12.0,507.5,552.5
5.0,10,16,682290,37.19493693794182,14,13.0,6.0,12.0,507.5,552.5
5.0,10,16,17955,37.19493693794182,14,13.0,6.0,12.0,507.5,552.5
5.0,10,16,143640,37.19493693794182,15,13.0,5.5,12.0,507.5,552.5
5.0,10,16,143640,37.19493693794182,15,13.0,6.0,12.0,507.5,552.5
5.0,10,16,143640,37.19493693794182,15,13.0,6.0,12.0,507.5,552.5
5.0,10,16,143640,37.19493693794182,14,13.0,6.0,12.0,507.5,552.5
5.0,10,16,143640,37.19493693794182,14,13.0,5.5,12.0,507.5,552.5
5.0,10,16,143640,37.19493693794182,16,13.0,6.0,12.0,507.5,552.5
5.0,10,16,143640,37.19493693794182,15,13.0,6.0,12.0,507.5,552.5
5.0,10,16,143640,37.19493693794182,14,13.0,6.0,12.0,507.5,552.5
5.0,26,32,41678,12.408635914313868,15,29.0,1.8,4.0,132.0,128.0
4.0,25,31,41678,12.408635914313868,15,28.0,1.8,4.0,132.0,128.0
5.0,21,28,125034,13.462449038316864,15,24.5,2.4,4.0,158.0,162.0
5.0,21,29,125034,13.462449038316864,15,25.0,2.4,4.0,158.0,162.0
4.0,20,26,230832,12.794092268018987,15,23.0,2.4,4.0,158.0,162.0
5.0,21,28,221214,12.838336525349568,15,24.5,2.4,4.0,158.0,162.0
5.0,21,29,221214,12.838336525349568,15,25.0,2.4,4.0,158.0,162.0
4.0,25,31,41678,12.408635914313868,15,28.0,1.8,4.0,132.0,128.0
5.0,12,18,6503490,20.206720915639554,14,15.0,5.6,8.0,317.0,385.0
5.0,12,18,6503490,20.206720915639554,14,15.0,5.6,8.0,317.0,385.0
5.0,12,18,6503490,20.206720915639554,14,15.0,5.6,8.0,317.0,385.0
5.0,13,19,5780880,20.359578870267704,14,16.0,5.6,8.0,317.0,385.0
5.0,12,18,5780880,20.359578870267704,14,15.0,5.6,8.0,317.0,385.0
5.0,12,18,5780880,20.359578870267704,14,15.0,5.6,8.0,317.0,385.0
5.0,23,33,9460344,10.479298401996639,14,28.0,2.5,5.0,170.0,177.0
6.0,24,31,9460344,10.479298401996639,14,27.5,2.5,5.0,170.0,177.0
5.0,23,33,9460344,10.479298401996639,14,28.0,2.5,5.0,170.0,177.0
6.0,24,31,9460344,10.479298401996639,14,27.5,2.5,5.0,170.0,177.0
6.0,24,31,9460344,10.479298401996639,14,27.5,2.5,5.0,170.0,177.0
6.0,24,31,9460344,10.479298401996639,14,27.5,2.5,5.0,170.0,177.0
6.0,29,40,9460344,8.630010448703114,14,34.5,2.0,4.0,140.0,236.0
5.0,27,35,8366972,6.775491631912702,14,31.0,1.6,4.0,108.0,105.0
5.0,27,35,8366972,6.775491631912702,14,31.0,1.6,4.0,108.0,105.0
4.0,25,34,8366972,6.775491631912702,14,29.5,1.6,4.0,108.0,105.0
5.0,27,35,8366972,6.775491631912702,14,31.0,1.6,4.0,108.0,105.0
4.0,25,34,8366972,6.775491631912702,14,29.5,1.6,4.0,108.0,105.0
6.0,21,31,1826210,13.871786241691877,15,26.0,2.0,4.0,200.0,207.0
6.0,21,31,1613860,13.991747664616323,15,26.0,2.0,4.0,200.0,207.0
6.0,18,27,1613860,19.588446730462852,15,22.5,3.6,6.0,280.0,265.0
6.0,17,25,1613860,19.588446730462852,15,21.0,3.6,6.0,280.0,265.0
6.0,16,24,2205996,23.96162286950358,14,20.0,4.2,8.0,350.0,325.0
6.0,18,26,2047760,20.643729907737267,15,22.0,3.0,6.0,300.0,310.0
5.0,27,35,2535268,7.3241142924742055,14,31.0,1.6,4.0,108.0,105.0
5.0,27,35,2535268,7.3241142924742055,14,31.0,1.6,4.0,108.0,105.0
4.0,25,34,2535268,7.3241142924742055,14,29.5,1.6,4.0,108.0,105.0
5.0,27,35,2535268,7.3241142924742055,14,31.0,1.6,4.0,108.0,105.0
4.0,25,34,2535268,7.3241142924742055,14,29.5,1.6,4.0,108.0,105.0
6.0,16,23,2047760,24.084351559026814,15,19.5,4.2,8.0,350.0,325.0
6.0,18,26,3005640,20.11262882499761,14,22.0,3.0,6.0,300.0,310.0
6.0,18,26,3005640,20.11262882499761,15,22.0,3.0,6.0,300.0,310.0
7.5,18,28,1337700,21.975742566387993,13,23.0,3.0,6.0,310.0,325.0
7.5,17,27,192780,30.568700828618056,14,22.0,4.2,8.0,372.0,328.0
7.5,17,27,1768851,25.858758766543836,14,22.0,4.2,8.0,372.0,328.0
5.0,12,18,6503490,20.206720915639554,15,15.0,5.6,8.0,317.0,385.0
5.0,12,18,6503490,20.206720915639554,15,15.0,5.6,8.0,317.0,385.0
5.0,12,18,5780880,20.359578870267704,15,15.0,5.6,8.0,317.0,385.0
5.0,12,18,5780880,20.359578870267704,15,15.0,5.6,8.0,317.0,385.0
5.0,12,18,5780880,20.359578870267704,15,15.0,5.6,8.0,317.0,385.0
5.0,12,18,6503490,20.206720915639554,15,15.0,5.6,8.0,317.0,385.0
6.0,16,23,7663392,22.079281104897323,15,19.5,4.2,8.0,350.0,325.0
6.0,16,23,7663392,22.079281104897323,15,19.5,4.2,8.0,350.0,325.0
6.0,25,30,2543800,8.271651909180019,14,27.5,1.8,4.0,122.0,127.0
6.0,25,30,2543800,8.271651909180019,14,27.5,1.8,4.0,122.0,127.0
6.0,25,30,2543800,8.271651909180019,15,27.5,1.8,4.0,122.0,127.0
6.0,25,30,2543800,8.271651909180019,15,27.5,1.8,4.0,122.0,127.0
7.5,20,27,100737,18.315529650954073,13,23.5,2.0,4.0,211.0,258.0
6.0,18,23,100737,23.436933676576302,13,20.5,3.2,6.0,270.0,243.0
7.5,20,27,100737,18.315529650954073,14,23.5,2.0,4.0,211.0,258.0
6.0,18,23,100737,23.436933676576302,14,20.5,3.2,6.0,270.0,243.0
5.0,18,27,1899450,18.745146682207757,15,22.5,3.5,6.0,271.0,254.0
5.0,18,27,1899450,18.745146682207757,15,22.5,3.5,6.0,271.0,254.0
5.0,17,25,1899450,18.745146682207757,15,21.0,3.5,6.0,271.0,254.0
6.0,18,23,100737,23.436933676576302,15,20.5,3.2,6.0,270.0,243.0
6.0,18,23,205920,22.06739108749925,16,20.5,3.2,6.0,270.0,243.0
5.0,26,34,2628990,9.470907303250765,14,30.0,1.8,4.0,140.0,128.0
5.0,25,36,2628990,9.470907303250765,14,30.5,1.8,4.0,140.0,128.0
5.0,26,34,2628990,9.470907303250765,14,30.0,1.8,4.0,140.0,128.0
5.0,25,36,2628990,9.470907303250765,14,30.5,1.8,4.0,140.0,128.0
5.0,26,34,2628990,9.470907303250765,14,30.0,1.8,4.0,140.0,128.0
5.0,25,36,2628990,9.470907303250765,14,30.5,1.8,4.0,140.0,128.0
5.0,25,36,2628990,9.470907303250765,14,30.5,1.8,4.0,140.0,128.0
6.0,21,29,2628990,13.326919562431435,14,25.0,2.0,4.0,197.0,139.0
7.5,16,22,5834025,21.374628844399876,13,19.0,3.0,6.0,333.0,325.0
7.5,16,22,5834025,17.97266089018608,13,19.0,3.0,6.0,280.0,295.0
7.5,17,25,5834025,14.442316786756674,13,21.0,3.0,6.0,225.0,406.0
6.0,12,20,3756663,33.52259698938311,15,16.0,5.2,10.0,507.5,398.0
5.0,27,35,2535268,7.3241142924742055,15,31.0,1.6,4.0,108.0,105.0
5.0,27,35,2535268,7.3241142924742055,15,31.0,1.6,4.0,108.0,105.0
4.0,25,34,2535268,7.3241142924742055,15,29.5,1.6,4.0,108.0,105.0
5.0,27,35,2535268,7.3241142924742055,15,31.0,1.6,4.0,108.0,105.0
4.0,25,34,2535268,7.3241142924742055,15,29.5,1.6,4.0,108.0,105.0
7.5,16,24,3118050,25.41343871991213,15,20.0,4.6,8.0,380.0,367.0
7.5,16,23,3172260,23.84776685311842,15,19.5,4.6,8.0,357.0,344.0
7.5,16,24,971100,27.563824154194577,15,20.0,4.6,8.0,380.0,367.0
7.5,16,23,971100,25.895487429072276,15,19.5,4.6,8.0,357.0,344.0
6.0,12,20,3756663,33.52259698938311,14,16.0,5.2,10.0,507.5,398.0
6.0,12,20,4236237,33.25865445066708,14,16.0,5.2,10.0,507.5,398.0
6.0,29,40,498780,10.518354894632264,13,34.5,1.6,4.0,138.0,123.0
6.0,29,40,498780,10.518354894632264,13,34.5,1.6,4.0,138.0,123.0
6.0,29,40,498780,10.518354894632264,13,34.5,1.6,4.0,138.0,123.0
6.0,29,40,498780,10.518354894632264,13,34.5,1.6,4.0,138.0,123.0
7.5,16,24,3172260,25.384177602759102,14,20.0,4.6,8.0,380.0,367.0
7.5,16,23,3172260,23.84776685311842,14,19.5,4.6,8.0,357.0,344.0
7.5,16,24,971100,27.563824154194577,14,20.0,4.6,8.0,380.0,367.0
7.5,16,23,971100,25.895487429072276,14,19.5,4.6,8.0,357.0,344.0
4.0,27,36,6184120,7.034374555211882,14,31.5,1.6,4.0,110.0,106.0
5.0,28,34,6184120,7.034374555211882,14,31.0,1.6,4.0,110.0,106.0
5.0,28,34,6184120,7.034374555211882,14,31.0,1.6,4.0,110.0,106.0
5.0,28,34,6184120,7.034374555211882,14,31.0,1.6,4.0,110.0,106.0
4.0,27,36,6184120,7.034374555211882,14,31.5,1.6,4.0,110.0,106.0
5.0,28,34,6184120,7.034374555211882,15,31.0,1.6,4.0,110.0,106.0
4.0,27,36,6184120,7.034374555211882,15,31.5,1.6,4.0,110.0,106.0
5.0,28,34,6184120,7.034374555211882,15,31.0,1.6,4.0,110.0,106.0
4.0,27,36,6184120,7.034374555211882,15,31.5,1.6,4.0,110.0,106.0
5.0,27,36,6184120,7.034374555211882,15,31.5,1.6,4.0,110.0,106.0
6.0,29,40,443360,10.613637761161383,13,34.5,1.6,4.0,138.0,123.0
6.0,29,40,443360,10.613637761161383,13,34.5,1.6,4.0,138.0,123.0
4.0,27,36,5493660,7.088037414584183,14,31.5,1.6,4.0,110.0,106.0
5.0,28,34,5493660,7.088037414584183,14,31.0,1.6,4.0,110.0,106.0
5.0,28,34,5493660,7.088037414584183,15,31.0,1.6,4.0,110.0,106.0
4.0,27,36,5493660,7.088037414584183,15,31.5,1.6,4.0,110.0,106.0
6.0,20,28,538650,19.70171132453033,14,24.0,3.3,6.0,260.0,233.0
6.0,19,27,538650,21.444555018623397,14,23.0,3.8,6.0,283.0,263.0
5.0,17,26,359100,20.560755172351588,15,21.5,3.8,6.0,263.0,257.0
5.0,18,26,359100,18.293599659050464,15,22.0,3.3,6.0,234.0,226.0
7.5,16,22,5834025,21.374628844399876,14,19.0,3.0,6.0,333.0,325.0
7.5,16,22,5834025,17.459156293323623,14,19.0,3.0,6.0,272.0,295.0
7.5,17,25,5834025,14.442316786756674,14,21.0,3.0,6.0,225.0,406.0
6.0,14,19,8561193,17.540837015196498,15,16.5,3.6,6.0,280.0,266.0
6.0,17,25,8561193,14.095315458640043,15,21.0,3.0,6.0,225.0,406.0
6.0,13,18,8561193,21.92604626899562,15,15.5,4.2,8.0,350.0,325.0
4.0,22,28,42624,16.791435766921737,14,25.0,2.5,4.0,179.0,172.0
4.0,21,27,42624,16.791435766921737,14,24.0,2.5,4.0,179.0,172.0
5.0,19,27,42624,25.23405710224551,14,23.0,3.5,6.0,269.0,246.0
5.0,19,26,42624,25.23405710224551,14,22.5,3.5,6.0,269.0,246.0
4.0,22,28,110112,15.418722911355822,14,25.0,2.5,4.0,179.0,172.0
4.0,21,27,110112,15.418722911355822,14,24.0,2.5,4.0,179.0,172.0
5.0,19,27,110112,23.171153425445343,14,23.0,3.5,6.0,269.0,246.0
5.0,19,26,110112,23.171153425445343,14,22.5,3.5,6.0,269.0,246.0
4.0,22,28,154752,14.979598987310196,14,25.0,2.5,4.0,179.0,172.0
4.0,21,27,154752,14.979598987310196,14,24.0,2.5,4.0,179.0,172.0
5.0,19,27,154752,22.511240936237108,14,23.0,3.5,6.0,269.0,246.0
5.0,19,26,154752,22.511240936237108,14,22.5,3.5,6.0,269.0,246.0
6.0,24,29,2543800,8.271651909180019,16,26.5,1.8,4.0,122.0,127.0
6.0,24,29,2543800,8.271651909180019,16,26.5,1.8,4.0,122.0,127.0
5.0,21,30,4950504,14.725916172419046,14,25.5,2.5,5.0,227.0,236.0
6.0,17,28,3106500,21.606785499242385,13,22.5,3.6,6.0,323.0,278.0
6.0,19,30,3106500,21.606785499242385,13,24.5,3.6,6.0,323.0,278.0
6.0,17,28,3106500,21.606785499242385,13,22.5,3.6,6.0,323.0,278.0
6.0,19,30,3106500,21.606785499242385,13,24.5,3.6,6.0,323.0,278.0
6.0,16,24,3106500,28.496874992808838,13,20.0,6.2,8.0,426.0,420.0
6.0,15,24,3106500,28.496874992808838,13,19.5,6.2,8.0,426.0,420.0
6.0,16,24,3106500,28.496874992808838,13,20.0,6.2,8.0,426.0,420.0
6.0,15,24,3106500,28.496874992808838,13,19.5,6.2,8.0,426.0,420.0
6.0,24,31,211596,15.331371112085094,14,27.5,1.6,4.0,188.0,177.0
6.0,24,31,211596,15.331371112085094,14,27.5,1.6,4.0,188.0,177.0
6.0,17,28,3106500,20.870950698958588,14,22.5,3.6,6.0,312.0,278.0
6.0,19,30,3106500,20.870950698958588,14,24.5,3.6,6.0,312.0,278.0
6.0,17,28,3106500,20.870950698958588,14,22.5,3.6,6.0,312.0,278.0
6.0,19,30,3106500,20.870950698958588,14,24.5,3.6,6.0,312.0,278.0
6.0,16,24,3106500,28.496874992808838,14,20.0,6.2,8.0,426.0,420.0
6.0,15,24,3106500,28.496874992808838,14,19.5,6.2,8.0,426.0,420.0
6.0,16,24,3106500,28.496874992808838,14,20.0,6.2,8.0,426.0,420.0
6.0,16,25,3106500,28.496874992808838,14,20.5,6.2,8.0,426.0,420.0
6.0,18,26,772200,16.817879866189013,15,22.0,3.0,6.0,228.0,221.0
7.0,18,26,772200,16.817879866189013,15,22.0,3.0,6.0,228.0,221.0
7.0,17,25,772200,19.768385105871296,15,21.0,3.5,6.0,268.0,258.0
6.0,18,27,250668,18.500809247876848,15,22.5,3.0,6.0,230.0,200.0
6.0,17,26,250668,24.131490323317628,15,21.5,3.0,6.0,300.0,300.0
6.0,17,26,250668,24.131490323317628,15,21.5,3.0,6.0,300.0,300.0
6.0,18,28,250668,18.500809247876848,15,23.0,3.0,6.0,230.0,200.0
6.0,17,28,2736000,21.791919264457892,13,22.5,3.6,6.0,323.0,278.0
6.0,19,30,2736000,21.791919264457892,13,24.5,3.6,6.0,323.0,278.0
6.0,17,28,2736000,21.791919264457892,13,22.5,3.6,6.0,323.0,278.0
6.0,19,30,2736000,21.791919264457892,13,24.5,3.6,6.0,323.0,278.0
6.0,16,24,2736000,28.74104522185468,13,20.0,6.2,8.0,426.0,420.0
6.0,15,24,2736000,28.74104522185468,13,19.5,6.2,8.0,426.0,420.0
6.0,16,24,2736000,28.74104522185468,13,20.0,6.2,8.0,426.0,420.0
6.0,15,24,2736000,28.74104522185468,13,19.5,6.2,8.0,426.0,420.0
6.0,17,28,2736000,21.791919264457892,13,22.5,3.6,6.0,323.0,278.0
6.0,18,29,2736000,21.791919264457892,13,23.5,3.6,6.0,323.0,278.0
7.0,13,19,772200,16.817879866189013,15,16.0,3.0,6.0,228.0,221.0
7.0,18,26,849420,16.700470200847825,15,22.0,3.0,6.0,228.0,221.0
6.0,29,40,6519920,9.241335543056582,13,34.5,1.8,4.0,145.0,130.0
6.0,29,40,6519920,9.432535588774995,13,34.5,1.8,4.0,148.0,131.0
6.0,29,40,6519920,9.432535588774995,13,34.5,1.8,4.0,148.0,131.0
6.0,29,40,6519920,9.241335543056582,13,34.5,1.8,4.0,145.0,130.0
6.0,29,40,6519920,9.432535588774995,13,34.5,1.8,4.0,148.0,131.0
6.0,29,40,6519920,9.432535588774995,14,34.5,1.8,4.0,148.0,131.0
6.0,29,40,6519920,9.432535588774995,14,34.5,1.8,4.0,148.0,131.0
6.0,29,40,6519920,9.241335543056582,14,34.5,1.8,4.0,145.0,130.0
6.0,29,40,6519920,9.432535588774995,14,34.5,1.8,4.0,148.0,131.0
6.0,29,40,6519920,9.241335543056582,14,34.5,1.8,4.0,145.0,130.0
4.0,26,34,7313400,8.731293138313914,15,30.0,2.0,4.0,138.0,136.0
4.0,26,34,7313400,8.351671697517656,15,30.0,2.0,4.0,132.0,273.0858334989072
5.0,25,34,7313400,8.731293138313914,15,29.5,2.0,4.0,138.0,136.0
4.0,26,34,7313400,8.351671697517656,15,30.0,2.0,4.0,132.0,273.0858334989072
4.0,26,34,7313400,8.731293138313914,15,30.0,2.0,4.0,138.0,136.0
6.0,22,32,1547586,12.278799616094314,13,27.0,2.5,4.0,175.0,172.0
6.0,23,33,1547586,12.278799616094314,13,28.0,2.5,4.0,175.0,172.0
6.0,23,33,1547586,12.278799616094314,13,28.0,2.5,4.0,175.0,172.0
6.0,20,28,1547586,16.839496616357916,13,24.0,3.0,6.0,240.0,223.0
6.0,23,33,1547586,12.278799616094314,13,28.0,2.5,4.0,175.0,172.0
6.0,20,28,1547586,16.839496616357916,13,24.0,3.0,6.0,240.0,223.0
6.0,13,19,1547586,16.839496616357916,13,16.0,3.0,6.0,240.0,223.0
6.0,18,27,1547586,18.453281708758887,13,22.5,3.5,6.0,263.0,249.0
6.0,17,25,1547586,18.453281708758887,13,21.0,3.5,6.0,263.0,249.0
6.0,21,31,1613860,13.991747664616323,14,26.0,2.0,4.0,200.0,207.0
6.0,21,31,1613860,13.991747664616323,14,26.0,2.0,4.0,200.0,207.0
6.0,22,31,1613860,19.588446730462852,14,26.5,3.6,6.0,280.0,265.0
6.0,22,29,1576245,12.263011496650822,14,25.5,2.5,4.0,175.0,172.0
6.0,23,33,1576245,12.263011496650822,14,28.0,2.5,4.0,175.0,172.0
6.0,22,29,1576245,12.263011496650822,14,25.5,2.5,4.0,175.0,172.0
6.0,23,33,1576245,12.263011496650822,14,28.0,2.5,4.0,175.0,172.0
6.0,14,21,1576245,16.817844338263985,14,17.5,3.0,6.0,240.0,228.0
6.0,13,19,1576245,16.817844338263985,14,16.0,3.0,6.0,240.0,228.0
6.0,18,27,1576245,18.42955442068095,14,22.5,3.5,6.0,263.0,249.0
6.0,17,24,1576245,18.42955442068095,14,20.5,3.5,6.0,263.0,249.0
6.0,14,21,1576245,16.817844338263985,14,17.5,3.0,6.0,240.0,228.0
6.0,23,33,1576245,12.263011496650822,14,28.0,2.5,4.0,175.0,172.0
6.0,22,31,1576245,12.263011496650822,15,26.5,2.5,4.0,175.0,172.0
6.0,23,34,1576245,12.263011496650822,15,28.5,2.5,4.0,175.0,172.0
6.0,22,29,1576245,12.263011496650822,15,25.5,2.5,4.0,175.0,172.0
6.0,19,27,1576245,16.817844338263985,15,23.0,3.0,6.0,240.0,228.0
6.0,22,31,1576245,12.263011496650822,15,26.5,2.5,4.0,175.0,172.0
6.0,13,20,1576245,16.817844338263985,15,16.5,3.0,6.0,240.0,228.0
6.0,13,18,1576245,16.817844338263985,15,15.5,3.0,6.0,240.0,228.0
6.0,18,27,1576245,18.42955442068095,15,22.5,3.5,6.0,263.0,249.0
6.0,17,24,1576245,18.42955442068095,15,20.5,3.5,6.0,263.0,249.0
6.0,22,31,1576245,12.263011496650822,15,26.5,2.5,4.0,175.0,172.0
6.0,25,34,7571520,9.848544207144446,14,29.5,2.0,4.0,156.0,144.0
6.0,26,36,7571520,9.848544207144446,14,31.0,2.0,4.0,156.0,144.0
6.0,26,36,7571520,9.848544207144446,14,31.0,2.0,4.0,156.0,144.0
6.0,23,32,7571520,10.921782998948649,14,27.5,2.4,4.0,173.0,168.0
6.0,17,25,8484411,14.103275075553045,16,21.0,3.0,6.0,225.0,406.0
6.0,25,34,9460344,9.6495310587311,14,29.5,2.0,4.0,156.0,144.0
6.0,26,36,9460344,9.6495310587311,14,31.0,2.0,4.0,156.0,144.0
6.0,22,32,9460344,10.701082520259488,14,27.0,2.4,4.0,173.0,168.0
6.0,23,32,9460344,10.701082520259488,14,27.5,2.4,4.0,173.0,168.0
6.0,24,33,3488128,10.35521298087602,14,28.5,2.0,4.0,156.0,144.0
6.0,25,34,3488128,10.35521298087602,14,29.5,2.0,4.0,156.0,144.0
6.0,22,32,3488128,11.483665677509945,14,27.0,2.4,4.0,173.0,168.0
6.0,23,31,3488128,11.483665677509945,14,27.0,2.4,4.0,173.0,168.0
6.0,11,20,2580048,28.44888750638487,14,15.5,4.2,8.0,420.0,317.0
6.0,12,19,2580048,34.375739070215054,14,15.5,5.2,10.0,507.5,391.0
5.0,25,34,7571520,9.848544207144446,15,29.5,2.0,4.0,156.0,144.0
4.0,25,34,7571520,9.848544207144446,15,29.5,2.0,4.0,156.0,144.0
5.0,25,34,7571520,9.848544207144446,15,29.5,2.0,4.0,156.0,144.0
4.0,25,34,7571520,9.848544207144446,15,29.5,2.0,4.0,156.0,144.0
5.0,27,36,7571520,9.848544207144446,15,31.5,2.0,4.0,156.0,144.0
6.0,22,32,7571520,10.921782998948649,15,27.0,2.4,4.0,173.0,168.0
5.0,23,31,7571520,10.921782998948649,15,27.0,2.4,4.0,173.0,168.0
6.0,11,20,4268844,28.16559351605605,13,15.5,4.2,8.0,430.0,316.0
6.0,12,19,4484988,33.13474986565985,13,15.5,5.2,10.0,507.5,391.0
4.0,23,30,7248766,8.736199842625062,13,26.5,2.0,4.0,138.0,136.0
5.0,23,31,7248766,8.736199842625062,13,27.0,2.0,4.0,138.0,136.0
5.0,23,31,7248766,8.736199842625062,13,27.0,2.0,4.0,138.0,136.0
4.0,23,30,7248766,8.736199842625062,13,26.5,2.0,4.0,138.0,136.0
5.0,23,31,6703746,8.779644000963835,14,27.0,2.0,4.0,138.0,136.0
4.0,23,30,6703746,8.779644000963835,14,26.5,2.0,4.0,138.0,136.0
4.0,23,30,6703746,8.779644000963835,14,26.5,2.0,4.0,138.0,136.0
5.0,23,31,6703746,8.779644000963835,14,27.0,2.0,4.0,138.0,136.0
5.0,23,31,6703746,8.779644000963835,15,27.0,2.0,4.0,138.0,136.0
4.0,23,30,6703746,8.779644000963835,15,26.5,2.0,4.0,138.0,136.0
5.0,23,31,6703746,8.779644000963835,15,27.0,2.0,4.0,138.0,136.0
4.0,23,30,6703746,8.779644000963835,15,26.5,2.0,4.0,138.0,136.0
5.0,23,31,6703746,8.779644000963835,16,27.0,2.0,4.0,138.0,136.0
4.0,23,30,6703746,8.779644000963835,16,26.5,2.0,4.0,138.0,136.0
6.0,16,24,774060,28.39357425480203,14,20.0,4.6,8.0,385.0,333.0
6.0,16,24,774060,28.39357425480203,14,20.0,4.6,8.0,385.0,333.0
7.5,17,26,2366800,26.231429675837067,13,21.5,4.6,8.0,385.0,333.0
7.5,19,29,2307630,22.727688416344343,13,24.0,3.8,6.0,333.0,291.0
7.5,17,26,2366800,29.22930735307559,13,21.5,5.0,8.0,429.0,376.0
5.0,25,34,3488128,10.35521298087602,15,29.5,2.0,4.0,156.0,144.0
4.0,25,34,3488128,10.35521298087602,15,29.5,2.0,4.0,156.0,144.0
6.0,22,32,3488128,11.483665677509945,15,27.0,2.4,4.0,173.0,168.0
5.0,23,31,3488128,11.483665677509945,15,27.0,2.4,4.0,173.0,168.0
6.0,24,35,1603875,13.997825255341569,14,29.5,2.4,4.0,200.0,186.0
6.0,24,34,1603875,13.997825255341569,14,29.0,2.4,4.0,200.0,186.0
6.0,24,34,1603875,13.997825255341569,14,29.0,2.4,4.0,200.0,186.0
6.0,22,34,1603875,19.17702059981795,14,28.0,2.0,4.0,274.0,269.0
6.0,22,34,1603875,19.17702059981795,14,28.0,2.0,4.0,274.0,269.0
5.0,26,34,2628990,9.470907303250765,15,30.0,1.8,4.0,140.0,128.0
5.0,25,36,2628990,9.470907303250765,15,30.5,1.8,4.0,140.0,128.0
5.0,26,34,2628990,9.470907303250765,15,30.0,1.8,4.0,140.0,128.0
5.0,25,36,2628990,9.470907303250765,15,30.5,1.8,4.0,140.0,128.0
5.0,26,34,2628990,9.470907303250765,15,30.0,1.8,4.0,140.0,128.0
5.0,25,36,2628990,9.470907303250765,15,30.5,1.8,4.0,140.0,128.0
5.0,26,34,2628990,9.470907303250765,15,30.0,1.8,4.0,140.0,128.0
5.0,25,36,2628990,9.470907303250765,15,30.5,1.8,4.0,140.0,128.0
6.0,21,29,2628990,13.326919562431435,15,25.0,2.0,6.109942448898591,197.0,139.0
6.0,29,40,1558050,11.641814003351957,14,34.5,2.4,4.0,166.0,154.0
5.0,22,32,499200,13.337637859835484,15,27.0,2.4,4.0,175.0,169.0
5.0,22,32,499200,13.337637859835484,15,27.0,2.4,4.0,175.0,169.0
5.0,22,32,499200,13.337637859835484,15,27.0,2.4,4.0,175.0,169.0
5.0,20,28,499200,14.785724256046194,15,24.0,2.7,6.0,194.0,184.0
5.0,22,32,499200,13.337637859835484,15,27.0,2.4,4.0,175.0,169.0
5.0,20,28,499200,14.785724256046194,15,24.0,2.7,6.0,194.0,184.0
5.0,28,34,4292860,7.202505124756217,14,31.0,1.6,4.0,110.0,107.0
4.0,27,36,4292860,7.202505124756217,14,31.5,1.6,4.0,110.0,107.0
4.0,27,36,4292860,7.202505124756217,14,31.5,1.6,4.0,110.0,107.0
6.0,18,27,2099565,19.921357056842876,14,22.5,3.8,6.0,290.0,264.0
6.0,17,25,2153400,26.401401819550486,14,21.0,4.6,8.0,385.0,333.0
6.0,17,25,2153400,25.235625635310594,15,21.0,4.6,8.0,368.0,324.0
6.0,18,27,2099565,19.921357056842876,15,22.5,3.8,6.0,290.0,264.0
6.0,21,30,164736,17.48236387608812,13,25.5,2.0,4.0,210.0,223.0
6.0,17,26,164736,25.474301648014116,13,21.5,3.8,6.0,306.0,266.0
6.0,17,27,164736,25.474301648014116,13,22.0,3.8,6.0,306.0,266.0
6.0,21,30,164736,17.48236387608812,13,25.5,2.0,4.0,210.0,223.0
5.0,20,30,164736,17.48236387608812,13,25.0,2.0,4.0,210.0,223.0
6.0,17,26,164736,25.474301648014116,13,21.5,3.8,6.0,306.0,266.0
6.0,17,27,164736,25.474301648014116,13,22.0,3.8,6.0,306.0,266.0
5.0,20,30,164736,17.48236387608812,13,25.0,2.0,4.0,210.0,223.0
5.0,20,30,164736,17.48236387608812,14,25.0,2.0,4.0,210.0,223.0
6.0,21,30,164736,17.48236387608812,14,25.5,2.0,4.0,210.0,223.0
